Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,Array_11,Array_12,Array_13,Array_14,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_5245.cpp,xcu200-fsgd2104-2-e,3.33,1.44884637,193,3,0,3,9,block_2_1,block_2_1,block_32_1,block_16_1,cyclic_64_1,cyclic_16_1,cyclic_4_1,cyclic_128_1,block_128_1,block_8_1,cyclic_32_1,cyclic_128_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,unroll_16,pipeline_1,1,3.75,0.860473994596,False
workload_5234.cpp,xcu200-fsgd2104-2-e,3.33,1.449882,154,3,0,2,7,block_2_1,block_2_1,block_32_1,cyclic_32_1,cyclic_64_1,cyclic_16_1,cyclic_4_1,cyclic_128_1,block_4_1,block_8_1,cyclic_32_1,cyclic_128_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,3,0.918247635979,False
workload_5141.cpp,xcu200-fsgd2104-2-e,3.33,1.44995859,216,3,0,2,10,block_2_1,block_2_1,block_32_1,cyclic_64_1,block_16_1,cyclic_16_1,cyclic_4_1,block_128_1,block_64_1,cyclic_4_1,cyclic_32_1,block_2_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,3.75,0.860445115525,False
workload_5165.cpp,xcu200-fsgd2104-2-e,3.33,1.44995859,201,3,0,2,9,block_2_1,block_2_1,block_32_1,cyclic_64_1,block_16_1,cyclic_16_1,cyclic_4_1,block_128_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,block_2_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,3.5,0.878908300815,False
workload_4966.cpp,xcu200-fsgd2104-2-e,3.33,2.47437648,182,3,0,3,8,block_2_1,block_2_1,block_4_1,block_64_1,block_4_1,cyclic_16_1,cyclic_64_1,cyclic_4_1,block_2_1,block_4_1,block_128_1,cyclic_8_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1,3.5,0.862742997623,False
workload_4935.cpp,xcu200-fsgd2104-2-e,3.33,2.48893524,191,3,0,3,9,block_2_1,block_2_1,block_4_1,block_8_1,block_4_1,cyclic_16_1,cyclic_64_1,cyclic_4_1,block_2_1,block_4_1,block_128_1,cyclic_128_1,cyclic_16_1,complete_1,unroll_2,unroll_16,unroll_64,pipeline_1,1,3.75,0.845965288129,False
workload_4867.cpp,xcu200-fsgd2104-2-e,3.33,2.48893524,674,3,0,2,10,block_2_1,block_2_1,block_4_1,cyclic_64_1,block_4_1,cyclic_16_1,cyclic_64_1,cyclic_4_1,block_2_1,block_4_1,cyclic_2_1,cyclic_128_1,cyclic_16_1,complete_1,unroll_2,unroll_16,unroll_16,pipeline_1,1,3.75,0.845965288129,False
workload_4981.cpp,xcu200-fsgd2104-2-e,3.33,2.47432986,125,3,0,2,6,block_2_1,block_2_1,block_4_1,cyclic_64_1,block_4_1,cyclic_32_1,cyclic_64_1,cyclic_4_1,block_2_1,block_8_1,cyclic_2_1,block_2_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.75,0.9021636697,False
workload_4956.cpp,xcu200-fsgd2104-2-e,3.33,2.48893524,654,3,0,2,10,block_2_1,block_2_1,block_4_1,cyclic_64_1,block_4_1,cyclic_32_1,cyclic_64_1,cyclic_4_1,block_2_1,cyclic_64_1,cyclic_2_1,block_2_1,cyclic_16_1,complete_1,unroll_2,unroll_16,unroll_16,pipeline_1,1,3.75,0.845965288129,False
workload_4803.cpp,xcu200-fsgd2104-2-e,3.33,3.78434853,215,3,0,4,9,block_2_1,block_2_1,cyclic_32_1,block_64_1,block_16_1,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,4,0.793133444457,False
workload_4924.cpp,xcu200-fsgd2104-2-e,3.33,3.78616338,156,3,0,3,8,block_2_1,block_2_1,cyclic_32_1,block_64_1,block_2_1,cyclic_16_1,cyclic_8_1,block_4_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,unroll_8,1,3.5,0.81807069158,False
workload_4918.cpp,xcu200-fsgd2104-2-e,3.33,3.78616338,179,3,0,4,9,block_2_1,block_2_1,cyclic_32_1,block_64_1,block_4_1,cyclic_16_1,block_4_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,4,0.793072935423,False
workload_4769.cpp,xcu200-fsgd2104-2-e,3.33,3.78616338,160,3,0,3,8,block_2_1,block_2_1,cyclic_32_1,block_64_1,block_4_1,cyclic_16_1,block_4_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,3.5,0.81807069158,False
workload_4922.cpp,xcu200-fsgd2104-2-e,3.33,3.78249039,190,3,0,4,9,block_2_1,block_2_1,cyclic_32_1,block_64_1,cyclic_32_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_128_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,4,0.793195374998,False
workload_4886.cpp,xcu200-fsgd2104-2-e,3.33,3.78249039,194,3,0,4,9,block_2_1,block_2_1,cyclic_32_1,block_64_1,cyclic_32_1,cyclic_16_1,cyclic_8_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_128_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,4,0.793195374998,False
workload_4986.cpp,xcu200-fsgd2104-2-e,3.33,3.80243376,182,3,0,2,8,block_2_1,block_2_1,cyclic_32_1,block_8_1,block_2_1,cyclic_16_1,cyclic_8_1,block_4_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_2_1,complete_1,unroll_2,unroll_16,unroll_8,unroll_8,1,3.25,0.828124458597,False
workload_5121.cpp,xcu200-fsgd2104-2-e,3.33,2.47433652,266,4,0,3,11,block_2_1,block_4_1,block_128_1,block_4_1,block_4_1,block_8_1,block_128_1,block_128_1,block_4_1,cyclic_16_1,cyclic_128_1,block_128_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1,4.5,0.802599510401,False
workload_5170.cpp,xcu200-fsgd2104-2-e,3.33,1.4513472,190,4,0,2,8,block_2_1,block_4_1,cyclic_32_1,block_8_1,block_4_1,block_8_1,block_16_1,block_128_1,block_32_1,cyclic_128_1,cyclic_128_1,block_32_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,3.5,0.878906554406,False
workload_5045.cpp,xcu200-fsgd2104-2-e,3.33,2.47500918,155,2,0,1,6,block_2_1,cyclic_16_1,block_2_1,block_16_1,block_2_1,block_16_1,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_128_1,cyclic_32_1,cyclic_2_1,block_8_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.25,0.919304278285,False
workload_5334.cpp,xcu200-fsgd2104-2-e,3.33,0.20024622,898,2,20,16,25,block_2_1,cyclic_16_1,block_2_1,block_16_1,cyclic_64_1,block_4_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_32,1,15.75,0.428830348802,False
workload_5294.cpp,xcu200-fsgd2104-2-e,3.33,2.47445973,111,2,0,1,4,block_2_1,cyclic_16_1,block_2_1,cyclic_2_1,block_2_1,cyclic_16_1,block_4_1,block_4_1,block_4_1,cyclic_16_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,pipeline_1,1,1.75,0.933672973536,False
workload_5569.cpp,xcu200-fsgd2104-2-e,3.33,2.47338414,144,2,0,1,6,block_2_1,cyclic_16_1,block_2_1,cyclic_2_1,cyclic_64_1,block_16_1,block_4_1,block_32_1,block_4_1,cyclic_16_1,cyclic_128_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_32,pipeline_1,1,2.25,0.91937576208,False
workload_5242.cpp,xcu200-fsgd2104-2-e,3.33,1.96202601,117.5,2,0,1,4,block_2_1,cyclic_16_1,block_2_1,cyclic_2_1,cyclic_64_1,block_16_1,block_4_1,block_4_1,block_4_1,cyclic_16_1,cyclic_128_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,pipeline_1,2,1.75,0.958624699913,False
workload_5371.cpp,xcu200-fsgd2104-2-e,3.33,2.47352067,159,2,0,2,6,block_2_1,cyclic_16_1,block_2_1,cyclic_2_1,cyclic_64_1,block_16_1,block_4_1,cyclic_128_1,block_128_1,block_8_1,cyclic_128_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,pipeline_1,1,2.5,0.909388483032,False
workload_5522.cpp,xcu200-fsgd2104-2-e,3.33,1.45053801,130,2,0,1,5,block_2_1,cyclic_16_1,block_2_1,cyclic_2_1,cyclic_64_1,block_16_1,block_4_1,cyclic_2_1,block_4_1,cyclic_16_1,cyclic_128_1,cyclic_128_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,pipeline_1,1,2,0.967930195269,False
workload_5390.cpp,xcu200-fsgd2104-2-e,3.33,2.47351401,112,2,0,1,4,block_2_1,cyclic_16_1,block_2_1,cyclic_2_1,cyclic_64_1,cyclic_16_1,block_4_1,block_4_1,block_4_1,cyclic_16_1,cyclic_128_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,pipeline_1,1,1.75,0.933721169029,False
workload_5318.cpp,xcu200-fsgd2104-2-e,3.33,2.47351401,127,2,0,1,5,block_2_1,cyclic_16_1,block_2_1,cyclic_2_1,cyclic_64_1,cyclic_16_1,block_4_1,cyclic_128_1,cyclic_2_1,block_8_1,cyclic_128_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,pipeline_1,1,2,0.927178691917,False
workload_5154.cpp,xcu200-fsgd2104-2-e,3.33,1.45064457,178,2,0,2,7,block_2_1,cyclic_16_1,block_2_1,cyclic_32_1,block_16_1,block_16_1,block_128_1,cyclic_128_1,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.75,0.937183087089,False
workload_5174.cpp,xcu200-fsgd2104-2-e,3.33,1.44996525,193,2,0,2,8,block_2_1,cyclic_16_1,block_2_1,cyclic_32_1,block_16_1,block_16_1,block_128_1,cyclic_2_1,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,3,0.918247350054,False
workload_5219.cpp,xcu200-fsgd2104-2-e,3.33,1.45148373,139,2,0,1,5,block_2_1,cyclic_16_1,block_2_1,cyclic_32_1,block_2_1,block_16_1,block_128_1,block_4_1,block_4_1,cyclic_16_1,cyclic_128_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,pipeline_1,1,2,0.96790262996,False
workload_5150.cpp,xcu200-fsgd2104-2-e,3.33,1.44602586,591,2,0,4,15,block_2_1,cyclic_16_1,block_2_1,cyclic_32_1,block_64_1,block_16_1,block_128_1,cyclic_128_1,block_4_1,block_8_1,cyclic_2_1,cyclic_128_1,cyclic_64_1,complete_1,unroll_16,pipeline_1,unroll_16,pipeline_1,1,5.25,0.803030472455,False
workload_5176.cpp,xcu200-fsgd2104-2-e,3.33,1.44670518,435,2,0,4,12,block_2_1,cyclic_16_1,block_2_1,cyclic_32_1,block_64_1,block_16_1,block_128_1,cyclic_128_1,block_4_1,block_8_1,cyclic_2_1,cyclic_64_1,block_2_1,complete_1,unroll_16,pipeline_1,unroll_16,pipeline_1,1,4.5,0.832232359091,False
workload_5202.cpp,xcu200-fsgd2104-2-e,3.33,1.45032822,593,2,0,5,15,block_2_1,cyclic_16_1,block_2_1,cyclic_32_1,block_64_1,block_16_1,block_128_1,cyclic_128_1,block_4_1,block_8_1,cyclic_2_1,cyclic_64_1,block_2_1,complete_1,unroll_32,pipeline_1,unroll_16,pipeline_1,1,5.5,0.790438044852,False
workload_5040.cpp,xcu200-fsgd2104-2-e,3.33,1.45043811,149,2,0,1,6,block_2_1,cyclic_16_1,block_2_1,cyclic_32_1,cyclic_64_1,block_16_1,block_128_1,cyclic_128_1,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.25,0.957560429618,False
workload_5103.cpp,xcu200-fsgd2104-2-e,3.33,1.44988866,146,2,0,1,6,block_2_1,cyclic_16_1,block_2_1,cyclic_32_1,cyclic_64_1,block_16_1,block_128_1,cyclic_128_1,block_4_1,block_8_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.25,0.957576252433,False
workload_5152.cpp,xcu200-fsgd2104-2-e,3.33,1.45743111,165,2,0,1,7,block_2_1,cyclic_16_1,block_2_1,cyclic_32_1,cyclic_64_1,block_16_1,block_128_1,cyclic_128_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.5,0.938283979721,False
workload_5259.cpp,xcu200-fsgd2104-2-e,3.33,0.19941372,894,2,20,16,24,block_2_1,cyclic_16_1,block_2_1,cyclic_64_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_64,1,15.5,0.441569443881,False
workload_5049.cpp,xcu200-fsgd2104-2-e,3.33,1.4519466,165,2,0,1,7,block_2_1,cyclic_16_1,block_32_1,block_16_1,cyclic_64_1,block_16_1,block_32_1,cyclic_128_1,block_4_1,block_8_1,cyclic_2_1,cyclic_128_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.5,0.938304706924,False
workload_4996.cpp,xcu200-fsgd2104-2-e,3.33,2.4749226,150,2,0,1,6,block_2_1,cyclic_16_1,block_32_1,block_16_1,cyclic_64_1,block_16_1,block_32_1,cyclic_128_1,block_4_1,block_8_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.25,0.919308087447,False
workload_5026.cpp,xcu200-fsgd2104-2-e,3.33,2.4749226,156,2,0,1,7,block_2_1,cyclic_16_1,block_32_1,block_16_1,cyclic_64_1,block_16_1,block_64_1,cyclic_128_1,block_4_1,block_8_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.5,0.909332522068,False
workload_4999.cpp,xcu200-fsgd2104-2-e,3.33,1.44996525,291,2,0,2,11,block_2_1,cyclic_16_1,block_32_1,cyclic_32_1,block_16_1,cyclic_16_1,block_128_1,block_128_1,block_64_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,3.75,0.860444942566,False
workload_5232.cpp,xcu200-fsgd2104-2-e,3.33,1.44996525,204,2,0,2,8,block_2_1,cyclic_16_1,block_32_1,cyclic_32_1,block_16_1,cyclic_16_1,block_128_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,3,0.918247350054,False
workload_5138.cpp,xcu200-fsgd2104-2-e,3.33,1.44975879,247,2,0,2,10,block_2_1,cyclic_16_1,block_32_1,cyclic_32_1,cyclic_64_1,cyclic_16_1,block_128_1,block_128_1,block_64_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,3.5,0.878908546816,False
workload_5178.cpp,xcu200-fsgd2104-2-e,3.33,1.44975879,198,2,0,2,8,block_2_1,cyclic_16_1,block_32_1,cyclic_32_1,cyclic_64_1,cyclic_16_1,block_128_1,block_128_1,cyclic_2_1,block_8_1,cyclic_32_1,cyclic_32_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,3,0.918248058051,False
workload_5039.cpp,xcu200-fsgd2104-2-e,3.33,2.47432986,148,2,0,1,6,block_2_1,cyclic_16_1,block_4_1,cyclic_64_1,block_4_1,cyclic_32_1,cyclic_64_1,cyclic_4_1,block_2_1,block_8_1,cyclic_2_1,block_2_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.25,0.919334163743,False
workload_4962.cpp,xcu200-fsgd2104-2-e,3.33,2.48658426,315,2,2,3,11,block_2_1,cyclic_16_1,block_64_1,block_16_1,block_2_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_8_1,cyclic_128_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,unroll_4,unroll_32,pipeline_1,1,4.5,0.802216428917,False
workload_4904.cpp,xcu200-fsgd2104-2-e,3.33,2.47492926,161,2,0,1,6,block_2_1,cyclic_16_1,cyclic_32_1,block_16_1,cyclic_64_1,block_16_1,block_128_1,cyclic_128_1,block_4_1,block_8_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.25,0.919307794437,False
workload_5175.cpp,xcu200-fsgd2104-2-e,3.33,2.48259492,154,2,0,1,6,block_2_1,cyclic_16_1,cyclic_32_1,block_16_1,cyclic_64_1,cyclic_16_1,block_4_1,block_32_1,cyclic_16_1,block_32_1,block_128_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.25,0.918970276509,False
workload_5226.cpp,xcu200-fsgd2104-2-e,3.33,2.48259492,172,2,0,1,6,block_2_1,cyclic_16_1,cyclic_32_1,block_16_1,cyclic_64_1,cyclic_16_1,block_4_1,block_64_1,cyclic_16_1,block_8_1,block_128_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,2.25,0.918970276509,False
workload_4730.cpp,xcu200-fsgd2104-2-e,3.33,3.78616338,171,2,0,3,8,block_2_1,cyclic_16_1,cyclic_32_1,block_64_1,block_4_1,cyclic_16_1,block_16_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,3.25,0.828801077786,False
workload_4907.cpp,xcu200-fsgd2104-2-e,3.33,3.78616338,166,2,0,3,7,block_2_1,cyclic_16_1,cyclic_32_1,block_64_1,block_4_1,cyclic_16_1,block_4_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,3,0.837988149998,False
workload_4989.cpp,xcu200-fsgd2104-2-e,3.33,2.47119633,342,2,1,3,13,block_2_1,cyclic_16_1,cyclic_32_1,block_8_1,block_32_1,block_16_1,block_128_1,cyclic_128_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,block_64_1,block_8_1,complete_1,unroll_16,pipeline_1,unroll_16,pipeline_1,1,4.75,0.793017578299,False
workload_4938.cpp,xcu200-fsgd2104-2-e,3.33,3.78462492,225,2,0,3,10,block_2_1,cyclic_16_1,cyclic_32_1,block_8_1,block_4_1,cyclic_16_1,block_16_1,cyclic_128_1,block_4_1,block_8_1,block_16_1,cyclic_16_1,block_8_1,complete_1,unroll_8,pipeline_1,unroll_16,unroll_8,1,3.75,0.806127948323,False
workload_4815.cpp,xcu200-fsgd2104-2-e,3.33,3.78451836,310,2,0,5,13,block_2_1,cyclic_16_1,cyclic_32_1,block_8_1,block_4_1,cyclic_16_1,block_16_1,cyclic_128_1,block_4_1,block_8_1,cyclic_2_1,block_64_1,block_2_1,complete_1,unroll_16,pipeline_1,unroll_64,unroll_8,1,5,0.742191395757,False
workload_4971.cpp,xcu200-fsgd2104-2-e,3.33,3.79854432,325,2,0,4,12,block_2_1,cyclic_16_1,cyclic_32_1,block_8_1,block_4_1,cyclic_16_1,block_16_1,cyclic_128_1,block_4_1,cyclic_64_1,block_16_1,cyclic_16_1,block_8_1,complete_1,unroll_8,unroll_16,unroll_16,unroll_8,1,4.5,0.764624893673,False
workload_4842.cpp,xcu200-fsgd2104-2-e,3.33,2.47119633,438,2,1,4,13,block_2_1,cyclic_16_1,cyclic_32_1,block_8_1,block_64_1,block_16_1,block_128_1,cyclic_128_1,block_4_1,block_8_1,cyclic_2_1,block_64_1,block_2_1,complete_1,unroll_16,pipeline_1,unroll_16,pipeline_1,1,5,0.784693118911,False
workload_5061.cpp,xcu200-fsgd2104-2-e,3.33,2.47321764,155,2,0,1,6,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,cyclic_64_1,block_16_1,block_128_1,block_32_1,block_4_1,block_16_1,block_128_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,2.25,0.919383084898,False
workload_5012.cpp,xcu200-fsgd2104-2-e,3.33,2.47321764,154,2,0,1,6,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,cyclic_64_1,block_16_1,block_128_1,block_32_1,block_4_1,block_8_1,block_128_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,2.25,0.919383084898,False
workload_5107.cpp,xcu200-fsgd2104-2-e,3.33,2.47321764,167,2,0,2,7,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,cyclic_64_1,block_16_1,block_128_1,cyclic_128_1,block_4_1,block_16_1,block_128_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,2.75,0.902207445695,False
workload_5086.cpp,xcu200-fsgd2104-2-e,3.33,2.4808833,127,2,0,1,5,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,cyclic_64_1,cyclic_16_1,block_4_1,block_32_1,cyclic_16_1,block_8_1,block_128_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,2,0.926830658981,False
workload_5263.cpp,xcu200-fsgd2104-2-e,3.33,1.4597055,157,2,0,1,6,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_32_1,block_2_1,cyclic_16_1,block_128_1,block_32_1,cyclic_16_1,block_8_1,block_128_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,2.25,0.957292679139,False
workload_5289.cpp,xcu200-fsgd2104-2-e,3.33,1.45148373,149,2,0,1,6,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_32_1,block_4_1,block_16_1,block_128_1,cyclic_128_1,block_4_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,2.25,0.957530302326,False
