Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_5199.cpp,xcu200-fsgd2104-2-e,3.33,796.33375245,573,2,0,2,4,block_16_1,cyclic_16_1,block_2_1,block_4_1,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_32,1,2,0.929457815108,False
workload_5122.cpp,xcu200-fsgd2104-2-e,3.33,4518.60071949,364,2,0,1,4,block_16_1,cyclic_16_1,block_2_1,block_4_1,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_32,1,1.75,0.60952050923,False
workload_5143.cpp,xcu200-fsgd2104-2-e,3.33,2734.97557005,126,2,0,1,3,block_16_1,cyclic_16_1,block_2_1,cyclic_2_2,complete_1,block_8_1,cyclic_8_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_32,1,1.5,0.796509399673,False
workload_5095.cpp,xcu200-fsgd2104-2-e,3.33,2734.97557005,123,2,0,1,3,block_16_1,cyclic_16_1,block_2_1,cyclic_2_2,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_32,1,1.5,0.796509399673,False
workload_5297.cpp,xcu200-fsgd2104-2-e,3.33,1477.28795661,765,3,2,3,5,block_16_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,block_8_1,block_8_1,complete_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,3.25,0.821165115452,False
workload_5248.cpp,xcu200-fsgd2104-2-e,3.33,2410.24547853,554,1,2,3,5,block_16_1,cyclic_16_1,block_8_1,block_2_2,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_4_1,block_4_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_4,unroll_8,unroll_2,unroll_32,1,2.75,0.756219253217,False
workload_5212.cpp,xcu200-fsgd2104-2-e,3.33,5858.44524045,454,1,1,3,10,block_16_1,cyclic_16_1,block_8_1,block_4_1,complete_1,block_8_1,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_4_1,unroll_4,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_32,1,3.75,0.447783083223,False
workload_5185.cpp,xcu200-fsgd2104-2-e,3.33,852.20188173,682,1,0,2,4,block_16_1,cyclic_16_1,block_8_1,block_4_1,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_32,1,1.75,0.939933296231,False
workload_4996.cpp,xcu200-fsgd2104-2-e,3.33,5925.77922573,484,1,1,2,8,block_16_1,cyclic_16_1,block_8_1,block_4_1,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_32,1,3,0.460993268342,False
workload_5275.cpp,xcu200-fsgd2104-2-e,3.33,852.20188173,692,1,0,2,4,block_16_1,cyclic_16_1,block_8_1,block_4_1,complete_1,complete_1,cyclic_4_1,complete_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_32,1,1.75,0.939933296231,False
workload_5229.cpp,xcu200-fsgd2104-2-e,3.33,852.20188173,687,1,0,2,4,block_16_1,cyclic_16_1,block_8_1,complete_1,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,1.75,0.939933296231,False
workload_5150.cpp,xcu200-fsgd2104-2-e,3.33,852.20188173,695,1,0,2,4,block_16_1,cyclic_16_1,block_8_1,complete_1,complete_1,block_8_1,block_8_1,complete_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_32,1,1.75,0.939933296231,False
workload_5172.cpp,xcu200-fsgd2104-2-e,3.33,852.20188173,675,1,0,2,4,block_16_1,cyclic_16_1,block_8_1,complete_1,complete_1,block_8_1,block_8_1,complete_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,1.75,0.939933296231,False
workload_5242.cpp,xcu200-fsgd2104-2-e,3.33,852.20188173,685,1,0,2,4,block_16_1,cyclic_16_1,block_8_1,complete_1,complete_1,block_8_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,1.75,0.939933296231,False
workload_5218.cpp,xcu200-fsgd2104-2-e,3.33,852.20188173,708,1,0,2,4,block_16_1,cyclic_16_1,block_8_1,complete_1,complete_1,cyclic_8_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_32,1,1.75,0.939933296231,False
workload_4991.cpp,xcu200-fsgd2104-2-e,3.33,852.20188173,701,1,0,2,4,block_16_1,cyclic_16_1,block_8_1,complete_1,complete_1,cyclic_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_32,1,1.75,0.939933296231,False
workload_5266.cpp,xcu200-fsgd2104-2-e,3.33,852.20188173,673,1,0,2,4,block_16_1,cyclic_16_1,block_8_1,cyclic_4_1,complete_1,block_8_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_8,unroll_2,pipeline_1,1,1.75,0.939933296231,False
workload_5277.cpp,xcu200-fsgd2104-2-e,3.33,852.20529165,572,1,0,2,4,block_16_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,block_8_1,block_8_1,block_4_1,cyclic_4_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_16,unroll_4,unroll_8,unroll_2,pipeline_1,1,1.75,0.939932993348,False
workload_5187.cpp,xcu200-fsgd2104-2-e,3.33,1289.38772493,107,2,0,1,3,block_16_1,cyclic_4_1,block_2_1,cyclic_16_2,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,1.5,0.902232936125,False
workload_5244.cpp,xcu200-fsgd2104-2-e,3.33,7230.17080845,145,2,0,0,2,block_16_1,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,complete_1,block_2_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_32,1,1,0.381461811776,False
workload_5319.cpp,xcu200-fsgd2104-2-e,3.33,7230.17080845,210,2,0,1,3,block_16_1,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,complete_1,block_2_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_32,1,1.5,0.379639301637,False
workload_5373.cpp,xcu200-fsgd2104-2-e,3.33,7230.63114765,229,2,0,0,3,block_16_1,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,complete_1,block_2_1,block_4_1,cyclic_2_1,complete_1,unroll_16,unroll_2,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_32,1,1.25,0.380730910534,False
workload_5307.cpp,xcu200-fsgd2104-2-e,3.33,796.33375245,561,2,0,2,4,block_16_1,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_32,1,2,0.929457815108,False
workload_5419.cpp,xcu200-fsgd2104-2-e,3.33,7229.95134813,187,2,0,0,2,block_16_1,cyclic_4_1,block_2_1,cyclic_4_1,complete_1,complete_1,block_2_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_32,1,1,0.381478093998,False
workload_5110.cpp,xcu200-fsgd2104-2-e,3.33,796.33375245,595,3,0,2,4,block_16_1,cyclic_4_1,block_4_1,complete_1,complete_1,cyclic_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_32,1,2.25,0.920799063725,False
workload_5201.cpp,xcu200-fsgd2104-2-e,3.33,575.97449229,281,3,3,25,31,block_16_1,cyclic_4_1,block_4_1,complete_2,block_8_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_64,1,15.5,0.205037332246,False
workload_5178.cpp,xcu200-fsgd2104-2-e,3.33,12083.4916161,141,3,0,0,3,block_16_1,cyclic_4_1,block_4_1,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_8_1,cyclic_4_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_4,unroll_64,1,1.5,0.136122152662,False
workload_5078.cpp,xcu200-fsgd2104-2-e,3.33,3303.34998669,195,3,0,13,22,block_16_1,cyclic_4_1,block_4_1,cyclic_8_2,complete_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_4_1,block_8_1,unroll_32,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_32,1,9.5,0.43037343384,False
workload_5302.cpp,xcu200-fsgd2104-2-e,3.33,861.80080653,692,1,0,15,24,block_16_1,cyclic_4_1,block_8_1,complete_1,complete_1,block_8_1,block_8_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,10,0.471490514242,False
workload_5271.cpp,xcu200-fsgd2104-2-e,3.33,852.19847181,672,1,0,2,5,block_16_1,cyclic_4_1,block_8_1,complete_1,complete_1,block_8_1,block_8_1,complete_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,2,0.925529381375,False
workload_5292.cpp,xcu200-fsgd2104-2-e,3.33,852.20188173,773,1,0,2,5,block_16_1,cyclic_4_1,block_8_1,complete_1,complete_1,block_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_32,1,2,0.925529129759,False
workload_5424.cpp,xcu200-fsgd2104-2-e,3.33,8571.52762893,167,1,0,1,4,block_16_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,block_8_1,block_2_1,block_4_1,block_8_1,cyclic_4_1,unroll_4,unroll_2,unroll_2,unroll_16,unroll_2,unroll_8,unroll_8,unroll_2,unroll_32,1,1.5,0.289510876558,False
workload_5390.cpp,xcu200-fsgd2104-2-e,3.33,7286.03893773,152,1,0,0,2,block_16_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,complete_1,block_2_1,block_4_1,block_8_1,cyclic_4_1,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_32,1,0.75,0.377591305278,False
workload_5074.cpp,xcu200-fsgd2104-2-e,3.33,12139.3597454,151,1,0,0,3,block_16_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_8_1,cyclic_4_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_4,unroll_64,1,1,0.134995617918,False
workload_5370.cpp,xcu200-fsgd2104-2-e,3.33,2149.25020173,122,1,0,0,3,block_16_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,cyclic_4_1,block_2_1,cyclic_2_1,block_4_1,cyclic_4_1,unroll_16,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,1,0.873744198779,False
workload_5096.cpp,xcu200-fsgd2104-2-e,3.33,1077.87720717,659,2,0,5,7,block_2_1,cyclic_2_1,block_2_1,cyclic_8_2,block_8_1,cyclic_4_1,block_4_1,complete_1,cyclic_2_1,cyclic_4_1,unroll_4,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_8,unroll_8,unroll_2,unroll_64,1,3.5,0.84121541386,False
workload_5055.cpp,xcu200-fsgd2104-2-e,3.33,1077.87720717,690,2,0,5,7,block_2_1,cyclic_2_1,block_2_1,cyclic_8_2,block_8_1,cyclic_4_1,block_8_1,complete_1,cyclic_2_1,cyclic_4_1,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_8,unroll_8,unroll_8,unroll_2,unroll_64,1,3.5,0.84121541386,False
workload_5188.cpp,xcu200-fsgd2104-2-e,3.33,1077.87720717,708,2,0,5,7,block_2_1,cyclic_2_1,block_2_1,cyclic_8_2,block_8_1,cyclic_4_1,block_8_1,complete_1,cyclic_2_1,cyclic_8_1,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_8,unroll_8,unroll_8,unroll_2,unroll_64,1,3.5,0.84121541386,False
workload_5223.cpp,xcu200-fsgd2104-2-e,3.33,8301.80636685,254,6,0,1,5,block_32_1,cyclic_16_1,block_4_1,complete_1,complete_1,block_8_1,cyclic_4_1,complete_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_32,1,3,0.295105295642,False
workload_5141.cpp,xcu200-fsgd2104-2-e,3.33,4292.29967373,576,4,1,1,7,block_32_1,cyclic_16_1,block_8_1,cyclic_2_2,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_32,1,3.25,0.586464994304,False
workload_4974.cpp,xcu200-fsgd2104-2-e,3.33,2530.27466253,472,3,3,3,6,block_4_1,block_16_1,block_2_1,cyclic_2_1,complete_1,block_8_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,1,3.75,0.70872639004,False
workload_5114.cpp,xcu200-fsgd2104-2-e,3.33,7042.15122957,120,3,0,2,5,block_4_1,block_16_1,block_2_1,cyclic_2_1,complete_1,cyclic_4_1,block_2_1,cyclic_2_1,block_2_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_8,unroll_2,unroll_32,1,2.5,0.384513316432,False
workload_4993.cpp,xcu200-fsgd2104-2-e,3.33,2530.27684701,481,4,3,3,5,block_4_1,block_16_1,block_4_1,cyclic_2_1,complete_1,complete_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,1,3.75,0.708726189267,False
workload_5145.cpp,xcu200-fsgd2104-2-e,3.33,2530.36843533,533,4,3,4,6,block_4_1,block_16_1,block_4_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_8_1,complete_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,1,4.25,0.691575356213,False
workload_5091.cpp,xcu200-fsgd2104-2-e,3.33,620.00337933,352,4,0,1,5,block_4_1,block_16_1,block_4_1,cyclic_2_2,complete_1,block_8_1,block_8_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_64,1,2.5,0.92124567406,False
workload_5060.cpp,xcu200-fsgd2104-2-e,3.33,5300.75369025,244,4,0,1,5,block_4_1,block_16_1,block_4_1,cyclic_4_1,cyclic_4_1,complete_1,block_8_1,block_2_1,cyclic_8_1,block_4_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_32,1,2.5,0.523237570177,False
workload_5056.cpp,xcu200-fsgd2104-2-e,3.33,7707.65508621,231,4,0,2,4,block_4_1,block_16_1,cyclic_32_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_2_1,block_2_1,cyclic_2_1,unroll_64,unroll_2,unroll_2,unroll_16,unroll_4,unroll_2,unroll_8,unroll_2,unroll_32,1,2.5,0.338084551671,False
workload_5010.cpp,xcu200-fsgd2104-2-e,3.33,7707.65508621,213,4,0,2,4,block_4_1,block_16_1,cyclic_32_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_2_1,block_4_1,cyclic_2_1,unroll_64,unroll_2,unroll_2,unroll_16,unroll_4,unroll_2,unroll_8,unroll_2,unroll_32,1,2.5,0.338084551671,False
workload_5020.cpp,xcu200-fsgd2104-2-e,3.33,2530.28577141,447,4,2,3,5,block_4_1,block_16_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,block_8_1,complete_1,cyclic_8_1,cyclic_4_1,unroll_16,pipeline_1,unroll_4,unroll_16,unroll_8,unroll_4,unroll_2,unroll_4,pipeline_1,1,3.5,0.71553011194,False
workload_5059.cpp,xcu200-fsgd2104-2-e,3.33,7996.61042829,402,4,0,1,6,block_4_1,block_16_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_2_1,block_4_1,complete_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_32,1,2.75,0.316639736342,False
workload_5279.cpp,xcu200-fsgd2104-2-e,3.33,5844.15938061,126,3,0,1,3,block_4_1,block_2_1,block_2_1,block_4_1,complete_1,complete_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,1.75,0.488362739399,False
workload_5465.cpp,xcu200-fsgd2104-2-e,3.33,8389.88587917,140,3,0,1,5,block_4_1,block_2_1,block_2_1,complete_2,block_2_1,block_8_1,block_2_1,block_4_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,1,2.25,0.296543439963,False
workload_5478.cpp,xcu200-fsgd2104-2-e,3.33,5764.34338317,174,3,7,2,6,block_4_1,block_2_1,block_2_1,complete_2,block_2_1,complete_1,block_2_1,cyclic_2_1,cyclic_4_1,block_4_1,unroll_4,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_32,1,4.5,0.432243298187,False
workload_5249.cpp,xcu200-fsgd2104-2-e,3.33,536.25281373,165,3,1,4,3,block_4_1,block_2_1,block_2_1,complete_2,complete_1,block_8_1,block_8_1,cyclic_2_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,2.75,0.90375294001,False
workload_5369.cpp,xcu200-fsgd2104-2-e,3.33,5691.83191389,89,3,0,0,2,block_4_1,block_2_1,block_2_1,cyclic_4_1,complete_1,block_8_1,block_2_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_32,1,1.25,0.505932460634,False
workload_5474.cpp,xcu200-fsgd2104-2-e,3.33,1990.56616461,80,3,0,0,2,block_4_1,block_2_1,block_2_1,cyclic_4_1,complete_1,block_8_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,pipeline_1,1,1.25,0.875341869143,False
workload_5346.cpp,xcu200-fsgd2104-2-e,3.33,5215.87400157,432,3,0,2,3,block_4_1,block_2_1,block_4_1,block_2_2,block_2_1,block_8_1,block_2_1,cyclic_2_1,cyclic_4_1,block_4_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,1,2,0.540238560894,False
workload_5592.cpp,xcu200-fsgd2104-2-e,3.33,4461.73055325,182,3,0,0,2,block_4_1,block_2_1,block_4_1,cyclic_4_1,complete_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,unroll_4,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.622049900097,False
workload_5270.cpp,xcu200-fsgd2104-2-e,3.33,1031.13530253,712,2,28,9,12,block_4_1,block_2_1,block_8_1,cyclic_8_2,cyclic_8_1,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,block_4_1,unroll_16,pipeline_1,unroll_2,unroll_8,unroll_16,unroll_4,unroll_8,unroll_8,pipeline_1,1,12.75,0.317121670946,False
workload_5325.cpp,xcu200-fsgd2104-2-e,3.33,5901.77338893,131,2,0,1,3,block_4_1,block_2_1,cyclic_8_1,block_4_1,cyclic_4_1,complete_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,1.5,0.485792234397,False
workload_5528.cpp,xcu200-fsgd2104-2-e,3.33,5903.08279821,79,2,0,0,2,block_4_1,block_2_1,cyclic_8_1,block_4_1,cyclic_8_1,block_8_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,1,0.488483754062,False
