Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,Array_11,Array_12,Array_13,Array_14,Array_15,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_5009.cpp,xcu200-fsgd2104-2-e,3.33,4.995e-05,792,2,1,8,13,block_2_1,cyclic_8_1,cyclic_2_1,block_16_1,block_128_1,cyclic_128_1,block_16_1,cyclic_64_1,cyclic_2_1,cyclic_128_1,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_8_1,block_2_1,pipeline_1,unroll_2,pipeline_1,1,6,0.408218470744,False
workload_4844.cpp,xcu200-fsgd2104-2-e,3.33,4.995e-05,2431,2,1,16,32,block_2_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_128_1,block_4_1,block_16_1,cyclic_8_1,cyclic_2_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,block_8_1,cyclic_2_1,block_8_1,unroll_16,unroll_2,pipeline_1,1,12.75,0.102423996283,False
workload_5042.cpp,xcu200-fsgd2104-2-e,3.33,4.995e-05,1813,3,1,13,27,block_2_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_4_1,block_16_1,cyclic_8_1,cyclic_2_1,cyclic_128_1,cyclic_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_8_1,unroll_16,unroll_2,pipeline_1,1,11,0.132545520815,False
workload_4952.cpp,xcu200-fsgd2104-2-e,3.33,4.995e-05,2723,2,1,16,34,block_2_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,block_128_1,cyclic_128_1,block_16_1,cyclic_8_1,cyclic_2_1,cyclic_128_1,cyclic_128_1,cyclic_4_1,block_8_1,cyclic_2_1,block_8_1,unroll_16,unroll_2,pipeline_1,1,13.25,0.100138228149,False
workload_4920.cpp,xcu200-fsgd2104-2-e,3.33,0.04722606,1757,2,0,6,8,block_2_1,cyclic_8_1,cyclic_32_1,block_32_1,block_8_1,block_64_1,cyclic_8_1,block_2_1,cyclic_8_1,cyclic_4_1,block_8_1,block_32_1,block_8_1,cyclic_4_1,cyclic_2_1,unroll_64,unroll_4,pipeline_1,1,4,0.569231131892,False
workload_4796.cpp,xcu200-fsgd2104-2-e,3.33,0.04722606,2040,2,0,6,10,block_2_1,cyclic_8_1,cyclic_32_1,block_8_1,block_8_1,cyclic_64_1,cyclic_4_1,block_2_1,cyclic_128_1,block_8_1,block_8_1,block_32_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,unroll_64,unroll_4,pipeline_1,1,4.5,0.522547405202,False
workload_4924.cpp,xcu200-fsgd2104-2-e,3.33,0.03768228,253,2,3,2,4,block_4_1,block_128_1,block_4_1,cyclic_128_1,block_16_1,block_16_1,block_8_1,cyclic_128_1,block_16_1,block_8_1,block_16_1,block_64_1,cyclic_8_1,block_8_1,block_8_1,unroll_2,unroll_4,pipeline_1,1,2.75,0.706096280244,False
workload_4909.cpp,xcu200-fsgd2104-2-e,3.33,0.04693302,1832,2,30,5,16,block_4_1,block_128_1,cyclic_8_1,cyclic_16_1,block_16_1,block_16_1,block_8_1,cyclic_128_1,block_16_1,cyclic_16_1,block_16_1,block_64_1,complete_1,block_8_1,block_8_1,unroll_32,unroll_4,pipeline_1,1,13.25,0.100041013963,False
workload_5016.cpp,xcu200-fsgd2104-2-e,3.33,0.0095571,413,2,1,4,6,block_4_1,block_16_1,block_4_1,cyclic_128_1,block_64_1,cyclic_16_1,block_8_1,block_4_1,block_4_1,block_8_1,block_4_1,block_128_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_4,pipeline_1,1,3.25,0.677894728417,False
workload_4879.cpp,xcu200-fsgd2104-2-e,3.33,4.329e-05,715,3,8,6,12,block_4_1,block_16_1,block_4_1,cyclic_128_1,block_64_1,cyclic_16_1,block_8_1,block_4_1,block_4_1,block_8_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,1,7.25,0.312965310577,False
workload_4897.cpp,xcu200-fsgd2104-2-e,3.33,4.329e-05,3205,4,4,12,20,block_4_1,block_4_1,block_32_1,block_16_1,block_128_1,block_64_1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_64_1,block_64_1,cyclic_2_1,cyclic_4_1,block_2_1,pipeline_1,unroll_2,unroll_4,1,10,0.165207642918,False
workload_5003.cpp,xcu200-fsgd2104-2-e,3.33,4.329e-05,722,3,5,8,13,block_4_1,block_4_1,cyclic_64_1,block_16_1,block_8_1,block_64_1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_64_1,block_64_1,complete_1,cyclic_4_1,cyclic_8_1,pipeline_1,unroll_2,unroll_4,1,7.25,0.312965310577,False
workload_4959.cpp,xcu200-fsgd2104-2-e,3.33,0.02662002,667,2,1,7,10,block_4_1,block_64_1,cyclic_128_1,block_32_1,block_128_1,block_64_1,block_2_1,block_2_1,block_64_1,cyclic_64_1,cyclic_32_1,block_64_1,block_2_1,block_2_1,block_2_1,pipeline_1,unroll_4,pipeline_1,1,5,0.490742276917,False
workload_4958.cpp,xcu200-fsgd2104-2-e,3.33,0.03618711,319,2,3,2,5,block_4_1,cyclic_128_1,block_4_1,cyclic_128_1,cyclic_64_1,cyclic_128_1,block_8_1,cyclic_128_1,block_16_1,block_4_1,block_16_1,block_128_1,cyclic_8_1,block_8_1,block_8_1,unroll_2,unroll_4,pipeline_1,1,3,0.682410475609,False
workload_5010.cpp,xcu200-fsgd2104-2-e,3.33,0.02645019,403,2,1,4,6,block_4_1,cyclic_128_1,cyclic_128_1,block_16_1,cyclic_64_1,block_64_1,block_64_1,block_4_1,cyclic_128_1,block_8_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_2_1,block_2_1,pipeline_1,unroll_4,pipeline_1,1,3.25,0.666958876114,False
workload_4849.cpp,xcu200-fsgd2104-2-e,3.33,0.02645019,403,2,1,4,6,block_4_1,cyclic_128_1,cyclic_128_1,block_16_1,cyclic_64_1,block_64_1,block_64_1,block_4_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,block_8_1,block_2_1,block_2_1,pipeline_1,unroll_4,pipeline_1,1,3.25,0.666958876114,False
workload_4893.cpp,xcu200-fsgd2104-2-e,3.33,0.02645019,397,2,1,4,6,block_4_1,cyclic_128_1,cyclic_128_1,block_16_1,cyclic_64_1,block_64_1,block_64_1,block_4_1,cyclic_8_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,block_8_1,block_2_1,block_2_1,pipeline_1,unroll_4,pipeline_1,1,3.25,0.666958876114,False
workload_4964.cpp,xcu200-fsgd2104-2-e,3.33,0.02645019,405,2,1,4,6,block_4_1,cyclic_128_1,cyclic_128_1,block_16_1,cyclic_64_1,block_64_1,block_64_1,block_4_1,cyclic_8_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,block_8_1,block_2_1,block_2_1,pipeline_1,unroll_4,unroll_2,1,3.25,0.666958876114,False
workload_4833.cpp,xcu200-fsgd2104-2-e,3.33,0.02642022,272,2,1,2,4,block_4_1,cyclic_128_1,cyclic_128_1,block_16_1,cyclic_64_1,cyclic_2_1,block_64_1,block_4_1,block_64_1,cyclic_64_1,cyclic_32_1,block_8_1,block_2_1,block_2_1,block_2_1,pipeline_1,unroll_4,pipeline_1,1,2.25,0.777139311093,False
workload_4940.cpp,xcu200-fsgd2104-2-e,3.33,0.02662002,663,2,1,7,10,block_4_1,cyclic_128_1,cyclic_128_1,block_32_1,block_128_1,block_64_1,block_2_1,block_2_1,block_64_1,cyclic_64_1,cyclic_32_1,block_64_1,block_2_1,block_2_1,block_2_1,pipeline_1,unroll_4,pipeline_1,1,5,0.490742276917,False
workload_4936.cpp,xcu200-fsgd2104-2-e,3.33,0.02642022,301,2,1,2,4,block_4_1,cyclic_128_1,cyclic_128_1,block_8_1,cyclic_64_1,cyclic_64_1,block_64_1,block_4_1,cyclic_128_1,block_8_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,block_2_1,block_2_1,pipeline_1,unroll_4,pipeline_1,1,2.25,0.777139311093,False
workload_5025.cpp,xcu200-fsgd2104-2-e,3.33,0.02642022,298,2,1,2,4,block_4_1,cyclic_128_1,cyclic_128_1,block_8_1,cyclic_64_1,cyclic_64_1,block_64_1,block_4_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,block_8_1,block_2_1,block_2_1,pipeline_1,unroll_4,pipeline_1,1,2.25,0.777139311093,False
workload_4971.cpp,xcu200-fsgd2104-2-e,3.33,4.995e-05,598,3,6,5,9,block_4_1,cyclic_128_1,cyclic_4_1,cyclic_8_1,cyclic_64_1,cyclic_8_1,cyclic_4_1,cyclic_128_1,block_32_1,cyclic_8_1,block_128_1,cyclic_2_1,cyclic_4_1,complete_1,block_2_1,pipeline_1,unroll_2,pipeline_1,1,5.75,0.429375896835,False
workload_4969.cpp,xcu200-fsgd2104-2-e,3.33,4.995e-05,426,3,3,4,7,block_4_1,cyclic_16_1,cyclic_4_1,block_16_1,cyclic_32_1,block_2_1,cyclic_2_1,block_2_1,cyclic_2_1,block_8_1,cyclic_64_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,1,4.25,0.571068010136,False
workload_4998.cpp,xcu200-fsgd2104-2-e,3.33,0.02642022,351,2,1,2,5,block_4_1,cyclic_32_1,cyclic_2_1,block_16_1,cyclic_64_1,cyclic_128_1,block_64_1,block_4_1,cyclic_2_1,block_2_1,cyclic_32_1,block_8_1,block_2_1,block_2_1,block_2_1,pipeline_1,unroll_4,pipeline_1,1,2.5,0.749458302789,False
workload_4990.cpp,xcu200-fsgd2104-2-e,3.33,0.02706957,252,2,1,2,4,block_4_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,block_32_1,cyclic_8_1,block_128_1,cyclic_4_1,block_4_1,complete_1,block_8_1,pipeline_1,unroll_4,unroll_2,1,2.25,0.776104570177,False
workload_5056.cpp,xcu200-fsgd2104-2-e,3.33,0.01104894,439,2,1,4,6,block_4_1,cyclic_4_1,block_4_1,cyclic_128_1,block_64_1,block_16_1,block_8_1,block_4_1,block_4_1,block_8_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_4,pipeline_1,1,3.25,0.677330167216,False
workload_4962.cpp,xcu200-fsgd2104-2-e,3.33,0.04976352,1505,2,15,5,14,block_4_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_128_1,block_4_1,block_64_1,cyclic_8_1,cyclic_2_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,block_8_1,cyclic_2_1,block_8_1,unroll_16,unroll_4,pipeline_1,1,9,0.203191145292,False
workload_4850.cpp,xcu200-fsgd2104-2-e,3.33,0.05094234,2292,2,5,1,15,block_64_1,block_128_1,cyclic_8_1,cyclic_16_1,block_16_1,block_16_1,block_8_1,cyclic_128_1,block_16_1,cyclic_16_1,block_16_1,block_64_1,complete_1,complete_1,block_2_1,unroll_4,unroll_4,pipeline_1,1,5.75,0.411833211342,False
workload_4907.cpp,xcu200-fsgd2104-2-e,3.33,0.42880743,1442,2,2,2,10,block_64_1,block_2_1,block_64_1,block_32_1,block_64_1,cyclic_8_1,cyclic_8_1,block_8_1,block_2_1,cyclic_16_1,cyclic_4_1,block_64_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,1,4,0.1,False
workload_4945.cpp,xcu200-fsgd2104-2-e,3.33,0.05147181,2384,2,5,3,15,block_64_1,block_2_1,cyclic_8_1,cyclic_16_1,block_64_1,cyclic_8_1,cyclic_8_1,block_8_1,block_2_1,cyclic_16_1,cyclic_4_1,block_64_1,cyclic_2_1,complete_1,cyclic_8_1,unroll_4,unroll_4,pipeline_1,1,6.25,0.372496845219,False
workload_4972.cpp,xcu200-fsgd2104-2-e,3.33,0.07905087,1849,2,6,2,14,block_64_1,cyclic_2_1,cyclic_64_1,cyclic_128_1,cyclic_4_1,block_4_1,block_4_1,block_4_1,block_128_1,cyclic_16_1,block_16_1,block_64_1,cyclic_8_1,block_2_1,block_2_1,unroll_4,unroll_4,unroll_8,1,6,0.370846563964,False
workload_4915.cpp,xcu200-fsgd2104-2-e,3.33,0.32177124,272,2,0,0,3,cyclic_128_1,block_128_1,block_64_1,block_32_1,block_16_1,block_16_1,block_8_1,cyclic_128_1,block_16_1,block_4_1,block_16_1,block_128_1,complete_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,1,1.25,0.167428140253,False
workload_4889.cpp,xcu200-fsgd2104-2-e,3.33,0.02825172,276,2,0,1,5,cyclic_128_1,block_128_1,cyclic_8_1,cyclic_16_1,block_16_1,block_16_1,block_8_1,cyclic_128_1,block_16_1,block_4_1,block_16_1,block_128_1,complete_1,complete_1,block_2_1,unroll_4,unroll_4,pipeline_1,1,2,0.800966589346,False
workload_4835.cpp,xcu200-fsgd2104-2-e,3.33,0.43818471,336,2,0,2,4,cyclic_128_1,block_2_1,block_64_1,block_32_1,block_64_1,cyclic_8_1,cyclic_8_1,block_8_1,block_2_1,block_4_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,1,2,0.100050184046,False
workload_5007.cpp,xcu200-fsgd2104-2-e,3.33,0.36998631,324,2,0,2,4,cyclic_128_1,block_2_1,cyclic_64_1,block_32_1,block_64_1,cyclic_8_1,cyclic_8_1,block_8_1,block_2_1,block_4_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,1,2,0.123122216468,False
workload_4986.cpp,xcu200-fsgd2104-2-e,3.33,0.36998631,327,2,0,2,4,cyclic_128_1,block_2_1,cyclic_64_1,block_32_1,block_64_1,cyclic_8_1,cyclic_8_1,block_8_1,block_2_1,block_4_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,1,2,0.123122216468,False
workload_5005.cpp,xcu200-fsgd2104-2-e,3.33,0.04323006,275,2,0,1,4,cyclic_128_1,cyclic_128_1,block_64_1,block_16_1,cyclic_64_1,block_8_1,block_64_1,block_2_1,block_16_1,block_32_1,cyclic_32_1,block_8_1,block_2_1,block_2_1,block_8_1,unroll_2,unroll_4,pipeline_1,1,1.75,0.788440094565,False
workload_4987.cpp,xcu200-fsgd2104-2-e,3.33,0.02849481,318,2,0,1,6,cyclic_128_1,cyclic_128_1,cyclic_4_1,cyclic_4_1,cyclic_128_1,block_16_1,block_8_1,cyclic_128_1,block_16_1,block_4_1,block_128_1,block_128_1,complete_1,complete_1,block_2_1,unroll_4,unroll_4,pipeline_1,1,2.25,0.773767215835,False
workload_5325.cpp,xcu200-fsgd2104-2-e,3.33,0.00235764,417,2,1,1,3,cyclic_128_1,cyclic_8_1,block_64_1,block_8_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_128_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,block_128_1,block_4_1,cyclic_4_1,block_2_1,pipeline_1,unroll_4,unroll_4,1,1.75,0.863114267794,False
workload_5001.cpp,xcu200-fsgd2104-2-e,3.33,0.02717613,520,2,0,2,6,cyclic_128_1,cyclic_8_1,block_64_1,cyclic_128_1,cyclic_64_1,cyclic_8_1,cyclic_4_1,block_32_1,block_2_1,block_4_1,block_32_1,cyclic_128_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_16,unroll_4,pipeline_1,1,2.5,0.748416738755,False
workload_4968.cpp,xcu200-fsgd2104-2-e,3.33,0.02717613,531,2,0,1,6,cyclic_128_1,cyclic_8_1,block_64_1,cyclic_128_1,cyclic_64_1,cyclic_8_1,cyclic_4_1,block_32_1,block_2_1,block_4_1,block_32_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,unroll_16,unroll_4,pipeline_1,1,2.25,0.775932939979,False
workload_4922.cpp,xcu200-fsgd2104-2-e,3.33,0.02717613,509,2,0,1,6,cyclic_128_1,cyclic_8_1,cyclic_64_1,cyclic_128_1,cyclic_64_1,cyclic_8_1,cyclic_4_1,block_32_1,block_2_1,block_4_1,block_32_1,cyclic_128_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,unroll_16,unroll_4,pipeline_1,1,2.25,0.775932939979,False
workload_5002.cpp,xcu200-fsgd2104-2-e,3.33,0.02824173,472,2,0,1,5,cyclic_16_1,block_32_1,block_64_1,block_2_1,block_16_1,block_16_1,cyclic_8_1,cyclic_64_1,cyclic_2_1,block_8_1,cyclic_4_1,block_64_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,unroll_16,unroll_4,pipeline_1,1,2,0.80098595663,False
workload_5426.cpp,xcu200-fsgd2104-2-e,3.33,4.329e-05,415,3,2,3,6,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_64_1,block_8_1,block_4_1,cyclic_64_1,cyclic_2_1,block_4_1,cyclic_4_1,block_128_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,unroll_2,1,3.5,0.651394642254,False
workload_5034.cpp,xcu200-fsgd2104-2-e,3.33,0.00899433,186,2,0,1,2,cyclic_2_1,block_128_1,cyclic_128_1,block_32_1,block_16_1,block_16_1,block_8_1,cyclic_128_1,block_32_1,block_2_1,block_16_1,block_128_1,complete_1,cyclic_8_1,block_2_1,pipeline_1,unroll_4,unroll_2,1,1.25,0.921902622942,False
workload_4988.cpp,xcu200-fsgd2104-2-e,3.33,0.032967,427,2,0,1,5,cyclic_2_1,block_128_1,cyclic_8_1,cyclic_64_1,block_16_1,block_16_1,block_8_1,cyclic_128_1,block_16_1,cyclic_16_1,cyclic_8_1,block_64_1,complete_1,complete_1,cyclic_8_1,unroll_16,unroll_4,pipeline_1,1,2,0.791343484316,False
workload_4984.cpp,xcu200-fsgd2104-2-e,3.33,0.03453543,238,2,0,2,3,cyclic_2_1,block_2_1,block_64_1,block_32_1,block_64_1,cyclic_32_1,block_32_1,block_8_1,block_2_1,block_4_1,cyclic_4_1,block_128_1,block_8_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,1,1.75,0.811502212013,False
workload_4939.cpp,xcu200-fsgd2104-2-e,3.33,0.42518439,236,2,0,1,3,cyclic_2_1,block_2_1,block_64_1,block_32_1,block_64_1,cyclic_32_1,block_32_1,block_8_1,block_2_1,block_4_1,cyclic_4_1,block_128_1,block_8_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,1,1.5,0.101430340818,False
workload_5019.cpp,xcu200-fsgd2104-2-e,3.33,0.42518439,237,2,0,1,3,cyclic_2_1,block_2_1,block_64_1,block_32_1,block_64_1,cyclic_32_1,block_32_1,block_8_1,block_2_1,block_4_1,cyclic_4_1,cyclic_8_1,block_8_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,1,1.5,0.101430340818,False
workload_5021.cpp,xcu200-fsgd2104-2-e,3.33,0.03427236,253,2,0,2,3,cyclic_2_1,block_2_1,block_64_1,block_32_1,block_64_1,cyclic_32_1,block_64_1,block_8_1,block_2_1,block_4_1,cyclic_4_1,block_128_1,block_8_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,1,1.75,0.81216682262,False
workload_5060.cpp,xcu200-fsgd2104-2-e,3.33,0.00899433,142,2,0,0,1,cyclic_2_1,block_2_1,cyclic_128_1,block_2_1,cyclic_2_1,cyclic_32_1,block_2_1,cyclic_128_1,cyclic_2_1,cyclic_64_1,block_32_1,block_128_1,block_4_1,complete_1,cyclic_8_1,pipeline_1,unroll_4,unroll_2,1,0.75,0.963997017008,False
workload_5550.cpp,xcu200-fsgd2104-2-e,3.33,4.329e-05,376,2,1,3,6,cyclic_2_1,block_2_1,cyclic_2_1,block_16_1,cyclic_128_1,block_8_1,block_8_1,block_8_1,cyclic_4_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,cyclic_4_1,complete_1,block_2_1,unroll_2,unroll_2,pipeline_1,1,3,0.708457051461,False
workload_5238.cpp,xcu200-fsgd2104-2-e,3.33,4.329e-05,451,2,2,5,9,cyclic_2_1,block_2_1,cyclic_2_1,block_16_1,cyclic_128_1,cyclic_16_1,cyclic_8_1,cyclic_128_1,cyclic_128_1,block_4_1,cyclic_32_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_2_1,pipeline_1,unroll_2,unroll_2,1,4.5,0.545696998841,False
workload_5302.cpp,xcu200-fsgd2104-2-e,3.33,0.00732933,136,2,0,0,1,cyclic_2_1,block_2_1,cyclic_2_1,block_16_1,cyclic_2_1,block_2_1,cyclic_8_1,cyclic_64_1,cyclic_64_1,cyclic_8_1,cyclic_32_1,block_128_1,block_4_1,cyclic_8_1,cyclic_8_1,pipeline_1,unroll_4,unroll_2,1,0.75,0.970628477667,False
workload_5608.cpp,xcu200-fsgd2104-2-e,3.33,0.00494505,137,2,0,0,1,cyclic_2_1,block_2_1,cyclic_2_1,block_16_1,cyclic_2_1,cyclic_16_1,block_2_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,cyclic_32_1,block_128_1,cyclic_8_1,block_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_2,1,0.75,0.980168875278,False
