Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,OuterLoop_6,OuterLoop_7,OuterLoop_8,OuterLoop_9,OuterLoop_10,OuterLoop_11,OuterLoop_12,OuterLoop_13,OuterLoop_14,OuterLoop_15,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_1_6,InnerLoop_1_7,InnerLoop_1_8,InnerLoop_1_9,InnerLoop_1_10,InnerLoop_1_11,InnerLoop_1_12,InnerLoop_1_13,InnerLoop_1_14,InnerLoop_1_15,InnerLoop_1_16,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_2_4,InnerLoop_2_5,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,Replicate_Count,Area,Weight,is_pareto
workload_444.cpp,xczu7ev-ffvc1156-2-e,10,59.1219,2835,6,39,37,88,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll_16,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,1,42.5,0.319342010449,False
workload_432.cpp,xczu7ev-ffvc1156-2-e,10,61.0419,2750,6,39,37,88,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll_16,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,42.5,0.318676352506,False
workload_108.cpp,xczu7ev-ffvc1156-2-e,10,58.4946,2406,6,45,37,88,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll_16,unroll_16,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,1,44,0.301822455477,False
workload_439.cpp,xczu7ev-ffvc1156-2-e,10,58.404,2453,6,57,40,94,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll_16,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,1,49.25,0.236250577242,False
workload_565.cpp,xczu7ev-ffvc1156-2-e,10,57.616,2735,6,45,37,90,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,1,44.5,0.293372842964,False
workload_502.cpp,xczu7ev-ffvc1156-2-e,10,55.374,2688,6,46,38,93,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_32_1,unroll_4,unroll_8,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_2,unroll_4,pipeline_1,1,45.75,0.281340698536,False
workload_527.cpp,xczu7ev-ffvc1156-2-e,10,49.96312,2391,6,49,37,88,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,45,0.29326169624,False
workload_606.cpp,xczu7ev-ffvc1156-2-e,10,57.86396,2417,7,39,34,80,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,1,40,0.350733175418,False
workload_509.cpp,xczu7ev-ffvc1156-2-e,10,85.11968,2546,8,30,28,78,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_8,unroll_4,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,36,0.397497460905,False
workload_446.cpp,xczu7ev-ffvc1156-2-e,10,491.89383,2086,8,13,31,79,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_16,pipeline_1,1,32.75,0.281455984335,False
workload_419.cpp,xczu7ev-ffvc1156-2-e,10,58.16708,2529,7,45,36,88,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_8,pipeline_1,1,44,0.301952885818,False
workload_433.cpp,xczu7ev-ffvc1156-2-e,10,58.16708,2552,7,45,36,88,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,1,44,0.301952885818,False
workload_379.cpp,xczu7ev-ffvc1156-2-e,10,58.16708,2508,7,45,36,88,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,44,0.301952885818,False
workload_318.cpp,xczu7ev-ffvc1156-2-e,10,61.18013,3402,7,45,39,97,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,1,47,0.254494460216,False
workload_461.cpp,xczu7ev-ffvc1156-2-e,10,164.29076,2541,6,36,29,93,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_2,unroll_4,unroll_8,unroll_16,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,1,41,0.294562150847,False
workload_745.cpp,xczu7ev-ffvc1156-2-e,10,454.0348,774,8,3,20,56,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_2,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,21.75,0.52425283535,False
workload_478.cpp,xczu7ev-ffvc1156-2-e,10,90.85076,2415,8,30,28,78,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,36,0.395192372494,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,10,450.77463,926,6,11,24,58,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,24.75,0.44766650096,False
workload_571.cpp,xczu7ev-ffvc1156-2-e,10,450.40703,952,6,11,24,57,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_2,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_16,unroll_8,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,24.5,0.452062129094,False
workload_339.cpp,xczu7ev-ffvc1156-2-e,10,430.69223,3492,8,12,31,79,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,32.5,0.337420617242,False
workload_491.cpp,xczu7ev-ffvc1156-2-e,10,58.30644,2481,7,39,34,81,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,40.25,0.3501245817,False
workload_442.cpp,xczu7ev-ffvc1156-2-e,10,57.90188,2447,7,39,34,80,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,40,0.350730862915,False
workload_400.cpp,xczu7ev-ffvc1156-2-e,10,430.92159,2273,6,11,31,78,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,31.5,0.356628738533,False
workload_451.cpp,xczu7ev-ffvc1156-2-e,10,60.22845,2770,7,45,39,97,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_4,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,1,47,0.254506505208,False
workload_382.cpp,xczu7ev-ffvc1156-2-e,10,58.2069,2783,7,39,36,87,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_4,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_16,unroll_8,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,1,42.25,0.32361235502,False
workload_474.cpp,xczu7ev-ffvc1156-2-e,10,59.90595,2755,7,39,38,94,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_4,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_16,unroll_8,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,1,44.5,0.292888885899,False
workload_542.cpp,xczu7ev-ffvc1156-2-e,10,468.44147,974,6,8,26,68,block_2_1,block_16_1,block_16_1,cyclic_32_1,block_4_1,unroll_2,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_64,unroll_2,unroll_2,unroll_16,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,1,27,0.390645882295,False
workload_727.cpp,xczu7ev-ffvc1156-2-e,10,433.26424,542,6,3,17,45,block_2_1,block_16_1,block_16_1,cyclic_32_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_16,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_4,1,17.75,0.660073715155,False
