Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_1_6,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_2_4,InnerLoop_2_5,InnerLoop_2_6,InnerLoop_2_7,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_838.cpp,xczu7ev-ffvc1156-2-e,10,13.71397,777.5,33,0,8,59.5,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,2,25.125,0.691217136448,False
workload_792.cpp,xczu7ev-ffvc1156-2-e,10,14.01709,841,36,1,12,72,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_32_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,30.25,0.505659086612,False
workload_560.cpp,xczu7ev-ffvc1156-2-e,10,14.01637,861,41,1,12,74,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,32,0.442890563783,False
workload_699.cpp,xczu7ev-ffvc1156-2-e,10,14.01277,1008,41,1,12,77,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_36,pipeline_1,pipeline_1,unroll_4,unroll_5,1,32.75,0.417603335175,False
workload_867.cpp,xczu7ev-ffvc1156-2-e,10,12.50581,1265,51,0,9,77,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,34.25,0.369935322823,False
workload_786.cpp,xczu7ev-ffvc1156-2-e,10,12.50581,1568,51,0,9,81,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_128_1,cyclic_128_1,cyclic_8_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_5,unroll_2,unroll_4,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,35.25,0.340307205027,False
workload_827.cpp,xczu7ev-ffvc1156-2-e,10,12.50581,1073,33,0,9,62,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_16_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,26,0.680051792914,False
workload_728.cpp,xczu7ev-ffvc1156-2-e,10,12.50581,1131,33,0,8,63,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_16_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,26,0.680051792914,False
workload_677.cpp,xczu7ev-ffvc1156-2-e,10,12.50581,1080,33,0,8,63,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_16_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,26,0.680051792914,False
workload_814.cpp,xczu7ev-ffvc1156-2-e,10,13.64701,1005,33,0,8,61,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,25.5,0.691110073674,False
workload_855.cpp,xczu7ev-ffvc1156-2-e,10,13.64701,1433,33,0,8,79,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_8,unroll_5,1,30,0.51506011878,False
workload_853.cpp,xczu7ev-ffvc1156-2-e,10,12.09109,1282,51,0,7,75,cyclic_4_1,cyclic_128_1,cyclic_4_1,cyclic_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,33.25,0.401283769042,False
workload_582.cpp,xczu7ev-ffvc1156-2-e,10,38.36004,1733,37,1,11,61,cyclic_4_1,cyclic_2_1,block_128_1,block_128_1,block_8_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,unroll_5,pipeline_1,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,27.5,0.607555383689,False
workload_764.cpp,xczu7ev-ffvc1156-2-e,10,14.87605,1092,35,1,11,61,cyclic_4_1,cyclic_2_1,block_128_1,block_128_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_5,1,27,0.636125735442,False
workload_681.cpp,xczu7ev-ffvc1156-2-e,10,14.87173,1098,35,1,12,67,cyclic_4_1,cyclic_2_1,block_128_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_4,pipeline_1,1,28.75,0.563631494867,False
workload_725.cpp,xczu7ev-ffvc1156-2-e,10,14.87173,1122,35,1,12,68,cyclic_4_1,cyclic_2_1,block_128_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_4,pipeline_1,1,29,0.553699270398,False
workload_747.cpp,xczu7ev-ffvc1156-2-e,10,14.87173,1194,35,1,12,67,cyclic_4_1,cyclic_2_1,block_128_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,28.75,0.563631494867,False
workload_798.cpp,xczu7ev-ffvc1156-2-e,10,14.87173,1162,35,1,13,72,cyclic_4_1,cyclic_2_1,block_128_1,block_128_1,cyclic_128_1,complete_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_4,pipeline_1,unroll_8,unroll_2,unroll_5,unroll_16,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,30.25,0.505645808188,False
workload_738.cpp,xczu7ev-ffvc1156-2-e,10,14.50309,544,17,0,10,45,cyclic_4_1,cyclic_2_1,block_128_1,block_2_1,cyclic_128_1,block_2_1,block_4_1,unroll_5,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,18,0.846950407264,False
workload_807.cpp,xczu7ev-ffvc1156-2-e,10,14.50309,542,17,0,10,45.5,cyclic_4_1,cyclic_2_1,block_128_1,block_2_1,cyclic_128_1,block_2_1,cyclic_4_1,unroll_5,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,2,18.125,0.840633604117,False
workload_762.cpp,xczu7ev-ffvc1156-2-e,10,14.56609,574,17,0,10,46,cyclic_4_1,cyclic_2_1,block_128_1,block_2_1,cyclic_128_1,block_2_1,cyclic_4_1,unroll_5,pipeline_1,unroll_36,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,18.25,0.834337985363,False
workload_800.cpp,xczu7ev-ffvc1156-2-e,10,14.50309,534,17,0,10,45,cyclic_4_1,cyclic_2_1,block_128_1,block_2_1,cyclic_128_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,18,0.846950407264,False
workload_721.cpp,xczu7ev-ffvc1156-2-e,10,35.80083,1073,27,1,11,52,cyclic_4_1,cyclic_2_1,block_128_1,block_64_1,block_8_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,22.75,0.686765737442,False
workload_833.cpp,xczu7ev-ffvc1156-2-e,10,14.87605,664,25,1,11,53,cyclic_4_1,cyclic_2_1,block_128_1,block_64_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,22.5,0.691257790628,False
workload_844.cpp,xczu7ev-ffvc1156-2-e,10,13.35757,1048,35,0,10,65,cyclic_4_1,cyclic_2_1,block_128_1,cyclic_128_1,cyclic_128_1,complete_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_5,pipeline_1,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,27.5,0.614950251608,False
workload_924.cpp,xczu7ev-ffvc1156-2-e,10,13.36117,886,17,0,8,43,cyclic_4_1,cyclic_2_1,block_128_1,cyclic_16_1,cyclic_128_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_5,1,17,0.89846665935,False
workload_884.cpp,xczu7ev-ffvc1156-2-e,10,13.36117,886,17,0,8,43,cyclic_4_1,cyclic_2_1,block_128_1,cyclic_16_1,cyclic_128_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_5,1,17,0.89846665935,False
workload_866.cpp,xczu7ev-ffvc1156-2-e,10,13.36117,877,17,0,8,43,cyclic_4_1,cyclic_2_1,block_128_1,cyclic_16_1,cyclic_128_1,complete_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_8,unroll_4,unroll_8,unroll_2,unroll_5,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_5,2,17,0.89846665935,False
workload_759.cpp,xczu7ev-ffvc1156-2-e,10,34.88629,1736,38,1,10,84,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_128_1,block_8_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_2,unroll_5,unroll_16,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,33.25,0.40003264614,False
workload_733.cpp,xczu7ev-ffvc1156-2-e,10,13.60597,1166,36,1,8.5,70.5,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_128_1,cyclic_128_1,complete_1,cyclic_4_1,unroll_5,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_4,pipeline_1,2,29,0.55372540487,False
workload_859.cpp,xczu7ev-ffvc1156-2-e,10,13.23301,665,17,0,8,55,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_2_1,cyclic_128_1,block_2_1,block_4_1,unroll_5,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,20,0.749035569402,False
workload_783.cpp,xczu7ev-ffvc1156-2-e,10,37.50468,1761,38,1,9,66,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,block_8_1,complete_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_5,pipeline_1,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,28.5,0.569093738141,False
workload_777.cpp,xczu7ev-ffvc1156-2-e,10,14.01637,1095,35,1,11,67,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,28.5,0.573694964471,False
workload_555.cpp,xczu7ev-ffvc1156-2-e,10,14.01637,1055,35,1,11,67,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,2,28.5,0.573694964471,False
workload_839.cpp,xczu7ev-ffvc1156-2-e,10,14.01637,963,35,1,11,65,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_5,1,28,0.594099331183,False
workload_470.cpp,xczu7ev-ffvc1156-2-e,10,14.01637,1082.5,35,1,11,67,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,2,28.5,0.573694964471,False
workload_510.cpp,xczu7ev-ffvc1156-2-e,10,14.01637,1062,35,1,11,65,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_5,1,28,0.594099331183,False
workload_771.cpp,xczu7ev-ffvc1156-2-e,10,14.01709,1157,35,1,11,66,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_8,unroll_4,unroll_8,unroll_2,unroll_5,unroll_16,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll_5,1,28.25,0.583843621988,False
workload_826.cpp,xczu7ev-ffvc1156-2-e,10,15.71233,1030,35,1,10,65,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_36,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_5,1,27.75,0.604377198342,False
workload_756.cpp,xczu7ev-ffvc1156-2-e,10,14.01637,1043,35,1,11,68,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,unroll_5,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,28.75,0.563653455434,False
workload_744.cpp,xczu7ev-ffvc1156-2-e,10,14.01637,1010,35,1,11,65,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_5,1,28,0.594099331183,False
workload_822.cpp,xczu7ev-ffvc1156-2-e,10,14.01637,1024,35,1,11,65,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_5,1,28,0.594099331183,False
workload_641.cpp,xczu7ev-ffvc1156-2-e,10,14.01637,1049.5,35,1,11,67.5,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_128_1,complete_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,2,28.625,0.56866080684,False
workload_566.cpp,xczu7ev-ffvc1156-2-e,10,14.01637,1125,35,1,10,65,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_64_1,block_2_1,cyclic_4_1,unroll_5,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,27.75,0.604461814131,False
workload_784.cpp,xczu7ev-ffvc1156-2-e,10,14.01637,1076,35,1,10,66,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_64_1,complete_1,block_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,28,0.594099331183,False
workload_682.cpp,xczu7ev-ffvc1156-2-e,10,14.07937,1147,35,1,9,66,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_64_1,complete_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_36,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,27.75,0.604459749498,False
